ID,sppcode,Treatment,Height (cm),Soil moisture (% water content) before watering,Soil moisture  (% water content) after watering,Date day_month
154,to,ambient rain + water,8,33.1,41.8,15_11
155,to,ambient rain + water,7,34.3,41.6,15_11
156,to,ambient rain + water,8,35.2,44.1,15_11
157,to,ambient rain + nutrients,7,25.4,23,15_11
158,to,ambient rain + nutrients,9,20.8,22,15_11
159,to,ambient rain + nutrients,9,24.2,23.5,15_11
160,to,ambient rain + nutrients,11.5,23,21.2,15_11
5,ec,ambient rain,34.5,-,-,24_11
6,ec,ambient rain,45,-,-,24_11
7,ec,ambient rain,32,-,-,24_11
8,ec,ambient rain,30.5,-,-,24_11
9,ec,ambient rain + water + nutrients,41.5,-,-,24_11
10,ec,ambient rain + water + nutrients,57,-,-,24_11
11,ec,ambient rain + water + nutrients,46,-,-,24_11
12,ec,ambient rain + water + nutrients,59.5,-,-,24_11
13,ec,ambient rain + water,36.5,-,-,24_11
14,ec,ambient rain + water,47,-,-,24_11
15,ec,ambient rain + water,41.5,-,-,24_11
16,ec,ambient rain + water,43,-,-,24_11
17,ec,ambient rain + nutrients,54,-,-,24_11
18,ec,ambient rain + nutrients,40.5,-,-,24_11
19,ec,ambient rain + nutrients,52.5,-,-,24_11
20,ec,ambient rain + nutrients,63,-,-,24_11
25,hc,ambient rain,39,-,-,24_11
26,hc,ambient rain,38,-,-,24_11
27,hc,ambient rain,43.5,-,-,24_11
28,hc,ambient rain,29.5,-,-,24_11
29,hc,ambient rain + water + nutrients,33.5,-,-,24_11
30,hc,ambient rain + water + nutrients,36,-,-,24_11
31,hc,ambient rain + water + nutrients,52,-,-,24_11
32,hc,ambient rain + water + nutrients,41,-,-,24_11
33,hc,ambient rain + water,47,-,-,24_11
34,hc,ambient rain + water,39,-,-,24_11
35,hc,ambient rain + water,41.5,-,-,24_11
36,hc,ambient rain + water,39,-,-,24_11
37,hc,ambient rain + nutrients,46,-,-,24_11
38,hc,ambient rain + nutrients,45,-,-,24_11
39,hc,ambient rain + nutrients,45,-,-,24_11
40,hc,ambient rain + nutrients,32.5,-,-,24_11
45,sg,ambient rain,11.5,-,-,24_11
46,sg,ambient rain,8.5,-,-,24_11
47,sg,ambient rain,10.5,-,-,24_11
48,sg,ambient rain,13,-,-,24_11
49,sg,ambient rain + water + nutrients,11.5,-,-,24_11
50,sg,ambient rain + water + nutrients,13,-,-,24_11
51,sg,ambient rain + water + nutrients,13,-,-,24_11
52,sg,ambient rain + water + nutrients,14,-,-,24_11
53,sg,ambient rain + water,12.5,-,-,24_11
54,sg,ambient rain + water,10.5,-,-,24_11
55,sg,ambient rain + water,11.5,-,-,24_11
56,sg,ambient rain + water,12,-,-,24_11
57,sg,ambient rain + nutrients,13,-,-,24_11
58,sg,ambient rain + nutrients,10.5,-,-,24_11
59,sg,ambient rain + nutrients,12.5,-,-,24_11
60,sg,ambient rain + nutrients,12,-,-,24_11
65,sm,ambient rain,17,-,-,24_11
66,sm,ambient rain,22.5,-,-,24_11
67,sm,ambient rain,22,-,-,24_11
68,sm,ambient rain,25,-,-,24_11
69,sm,ambient rain + water + nutrients,21.5,-,-,24_11
70,sm,ambient rain + water + nutrients,16.5,-,-,24_11
71,sm,ambient rain + water + nutrients,21,-,-,24_11
72,sm,ambient rain + water + nutrients,19,-,-,24_11
73,sm,ambient rain + water,18.5,-,-,24_11
74,sm,ambient rain + water,19,-,-,24_11
75,sm,ambient rain + water,20.5,-,-,24_11
76,sm,ambient rain + water,24.5,-,-,24_11
77,sm,ambient rain + nutrients,11.5,-,-,24_11
78,sm,ambient rain + nutrients,22,-,-,24_11
79,sm,ambient rain + nutrients,18.5,-,-,24_11
80,sm,ambient rain + nutrients,18,-,-,24_11
85,pq,ambient rain,15.5,-,-,24_11
86,pq,ambient rain,18,-,-,24_11
87,pq,ambient rain,17,-,-,24_11
88,pq,ambient rain,14,-,-,24_11
89,pq,ambient rain + water + nutrients,16,-,-,24_11
90,pq,ambient rain + water + nutrients,17,-,-,24_11
91,pq,ambient rain + water + nutrients,28,-,-,24_11
92,pq,ambient rain + water + nutrients,20,-,-,24_11
93,pq,ambient rain + water,18.5,-,-,24_11
94,pq,ambient rain + water,11,-,-,24_11
95,pq,ambient rain + water,13.5,-,-,24_11
96,pq,ambient rain + water,13.5,-,-,24_11
97,pq,ambient rain + nutrients,21,-,-,24_11
98,pq,ambient rain + nutrients,16.5,-,-,24_11
99,pq,ambient rain + nutrients,14.5,-,-,24_11
100,pq,ambient rain + nutrients,18,-,-,24_11
105,gs,ambient rain,19,-,-,24_11
106,gs,ambient rain,17,-,-,24_11
107,gs,ambient rain,26,-,-,24_11
108,gs,ambient rain,20,-,-,24_11
109,gs,ambient rain + water + nutrients,30.5,-,-,24_11
110,gs,ambient rain + water + nutrients,32,-,-,24_11
111,gs,ambient rain + water + nutrients,28,-,-,24_11
112,gs,ambient rain + water + nutrients,30,-,-,24_11
113,gs,ambient rain + water,28.5,-,-,24_11
114,gs,ambient rain + water,24,-,-,24_11
115,gs,ambient rain + water,22.5,-,-,24_11
116,gs,ambient rain + water,16,-,-,24_11
117,gs,ambient rain + nutrients,25,-,-,24_11
118,gs,ambient rain + nutrients,28.5,-,-,24_11
119,gs,ambient rain + nutrients,23,-,-,24_11
120,gs,ambient rain + nutrients,34.5,-,-,24_11
125,dt,ambient rain,17,-,-,24_11
126,dt,ambient rain,25,-,-,24_11
127,dt,ambient rain,38,-,-,24_11
128,dt,ambient rain,32,-,-,24_11
129,dt,ambient rain + water + nutrients,39,-,-,24_11
130,dt,ambient rain + water + nutrients,32.5,-,-,24_11
131,dt,ambient rain + water + nutrients,39.5,-,-,24_11
132,dt,ambient rain + water + nutrients,42.5,-,-,24_11
133,dt,ambient rain + water,26,-,-,24_11
134,dt,ambient rain + water,24,-,-,24_11
135,dt,ambient rain + water,26.5,-,-,24_11
136,dt,ambient rain + water,27,-,-,24_11
137,dt,ambient rain + nutrients,32.5,-,-,24_11
138,dt,ambient rain + nutrients,28.5,-,-,24_11
139,dt,ambient rain + nutrients,41,-,-,24_11
140,dt,ambient rain + nutrients,39,-,-,24_11
145,to,ambient rain,8,-,-,24_11
146,to,ambient rain,7,-,-,24_11
147,to,ambient rain,7,-,-,24_11
148,to,ambient rain,6,-,-,24_11
149,to,ambient rain + water + nutrients,9.5,-,-,24_11
150,to,ambient rain + water + nutrients,9,-,-,24_11
151,to,ambient rain + water + nutrients,8,-,-,24_11
152,to,ambient rain + water + nutrients,9.5,-,-,24_11
153,to,ambient rain + water,9,-,-,24_11
154,to,ambient rain + water,8,-,-,24_11
155,to,ambient rain + water,7,-,-,24_11
156,to,ambient rain + water,8,-,-,24_11
157,to,ambient rain + nutrients,7,-,-,24_11
158,to,ambient rain + nutrients,9,-,-,24_11
159,to,ambient rain + nutrients,9,-,-,24_11
160,to,ambient rain + nutrients,11.5,-,-,24_11
